"819","29","Yoga for living - 2 sessions","<strong>In English :</strong>
I offer yoga in Vinyasa and Ashtanga styles. Mostly Vinyasa style is preferred. While doing yoga person will have the opportunity to capture a new awareness spot on his body. The price includes the practice of yoga and breathing exercises.

Classes will be held in my own home in Nicosia.

&nbsp;

<strong>Türkçe :</strong>
Vinyasa ve Ashtanga tarzlarında yapıyorum. Daha çok Vinyasa tarzında yapıyorum.Yoga ile birlikte kişi kendi bedeninde yeni bir farkındalık noktası yakalayacak. Ücrete yoga pratiği ve nefes çalışmaları dahil.

Yogayı kendi evimde yani Lefkoşada yapıyorum.

&nbsp;","publish","yoga-for-living-2-sessions","371","2016-04-13 09:45:52","2017-02-22 17:31:04"
"822","37","Nicosia Culture Tour","Coming soon.","draft","nicosia-culture-tour","393","2016-04-13 11:14:17","2016-04-29 18:07:32"
"836","36","Run with Lefkosan","As a free activity, we invite all running enthusiasts to join our weekly social running sessions to meet and run with locals while exploring the local neighborhoods or countryside in a unique way. Please follow our activities and contact us for the upcoming events through our facebook page: <a href=""https://web.facebook.com/lefkosan?__mref=message_bubble"" target=""_blank"">https://www.facebook.com/lefkosan</a>","publish","run-with-lefkosan","183","2016-04-13 12:55:54","2017-02-22 16:55:47"
"859","20","Rock Climbing Guide","<em>* This activity is for experienced climbers only. If you are a beginner, please look at our <a href=""https://loacal.com/experience/rock-climbing-experience/"">Rock Climbing Experience</a> starting from 35 EUR per person.</em>

<strong>The guiding service is for you, if you are a climber looking to explore what North Cyprus has to offer or looking for a dependable/safe belay partner.</strong>

As a part of this service, an experienced rock climbing instructor will:
- Provide information and recommendations about all climbing areas.
- Recommend enjoyable and suitable climbing routes.
- Provide advice on climbing technique and safety issues.
- Belay if necessary.
- Lead routes for you if necessary up to 7a (Fr.) or VIII (UIAA) or 5.11d (YDS).

This service has a flat rate fee of<strong> 75 EUR</strong> for half a day and <strong>110 EUR</strong> for a full day regardless of group size.
Half-day service is 4 hours and full-day service is 8 hours excluding transportation time.

<em>*Transportation, climbing equipments, food and drinks are not included but can be arranged for an extra fee.</em>","publish","rock-climbing-guide","178","2016-04-14 10:04:37","2017-05-10 10:41:24"
"862","39","Trail run",,"draft",,"375","2016-04-13 14:45:00","2016-04-13 14:45:00"
"917","42","Ordinary Cypriot Day","Coming soon.","draft","ordinary-cypriot-day","367","2016-04-15 09:11:20","2016-05-26 21:53:51"
"935","43","Yoga","Sila Atikol is a yoga and pilates instructor and she is offering you the opportunity to practice Vinyasa Flow Yoga within the beautiful nature of Island, Cyprus. You can arrange a session at beach at sun rise or you can go on the beautiful Bellapais on sunset.. You name it, and she can arrange it. If the participants are not more than 4 people, she also offers transportation.

Please notify if you don't have your matt with you, so she can arrange you a matt. Don't forget to put on comfortable clothes, something you can move around easily with. Be prepared for your feet to get dirty or wet. You will also need a towel and a spare clean tshirt.

Enjoy...","publish","yoga","141","2016-04-18 21:40:15","2016-10-31 21:18:37"
"936","45","Private","ozel istege gore pasta hazirlarnir

kurs verilir

butun pastalar ev yapimidir

katki maddesi kullanmaz

istenilen sekile pastalar uretilir.

butun malzeme bizden

10-4pm

ingilizce turkce

kurabiye kursu 150

&nbsp;","draft",,"27","2016-04-29 18:07:32","2016-04-29 18:07:32"
"941","46","Vinyasa Flow Yoga Classes","Hello, I’m Neri. I’m a 32 years old graphic artist from Northern Cyprus. I’m a self-motivated and positive person and have been practicing Yoga continuously for more than 6 years. I’ve experienced first-hand, how Yoga can change a person’s life in a much more positive way and this is why I want to spread Yoga to others in my community, helping them find their own way through Yoga.

I first met with Yoga about 6 years ago. I felt extremely connected to the flow and it was great. Since then, Yoga has become my life long journey. A journey of discovering myself, my breath, my body, my emotions, my balance and my fears. When I'm practicing Yoga and I get totally connected to the flow, the moves become the flow. Throughout the years that I have practiced Yoga, I have attended different workshops and many seminars with different teachers. I also attended workshops in India. In December 2015, I have completed a 200 hours vinyasa yoga teacher training course. I love practicing and teaching yoga. As being an outdoor person, i love teaching in nature too.

I am currently teaching yoga in my community. By teaching yoga, me and my pupils have managed to connect to the lovely nature of the beautiful island of North Cyprus. We have many sessions in the nature such as the large sandy shores.","publish","vinyasa-flow-yoga-classes","355","2016-05-04 18:22:52","2016-09-19 19:21:48"
"942","28","Nature Walk","Hiking on Kyrenia Mountains overlooking the northern Mediterranean coast. 3 to 4 hour pleasant walk with mild ascents and descents in pine and cypress forest. Wild flowers, orchids, endemics, loacal aromatic and edible plants (seasonal) + castles, monasteries and other ruins in the mountains.

Possible to adjust distance, duration and difficulty depending on customer preference.

Authentic Cypriot lunchbox available on request.

Pick up or drop off from hotel or city is available for an extra fixed cost of +15 euros (max 4 people) to be paid in cash on arrival.

For details please check : north-cyprus-hiking-trails.com/","publish","nature-walk","26","2016-04-16 18:57:12","2016-06-21 12:52:49"
"981","48","Acro Yoga (3 hrs)","As many say, Acro Yoga elevates the connection between you and others through movement, connection, and play.

Whether you are brand new to AcroYoga or more experienced you will find many people to connect with and plenty of opportunities to deepen your practice. You may have this experience as your small group; or together with other members depending on preference.

Our program is designed to build a solid foundation for solo and partner-based movement; however don't worry: they are fully customizable.

You are never too heavy, you are never too old... It will help you to improve your confidence. Just allow yourself to learn and leave yourself to the joy!

&nbsp;","publish","acro-yoga-3-hrs","294","2016-04-18 17:34:24","2017-02-22 17:20:25"
"989","3","Hatha Yoga","Ha means sun and tha means moon, Hatha meaning there are both “hot” and “cool” postures. This refers to the balance of masculine aspects—active, hot, sun—and feminine aspects—receptive, cool, moon—within all of us. That's why it is also called a ""dual"" type of yoga.

In today's fitness community Hatha yoga is a popular yoga choice. However, unlike stretching or fitness, yoga is more than just physical postures.

Hatha yoga is a <strong>powerful tool for self-transformation</strong>. It asks us to bring our attention to our breath, emphasize alignment and stability. This will also promote a safe and fulfilling long term practice.

Join my sessions and explore your body and your soul!","publish","hatha-yoga","376","2016-04-18 17:42:26","2017-02-22 17:19:23"
"998","12","Freediving","<strong>Freediving is an exciting activity with roots going back to our ancestral time. Feeling adventurous? </strong>

Of course you could put your goggles on and splash around in the sea... But what if you could take a step further (or deeper!)
Lets bring your`Mediterranean' adventures onto a new level. You can discover the hidden talents of your own body and the fascinating capabilities of your own mind. Furthermore, you can become 'one' with the Sea and enjoy the a feeling of weightlessness. Let your modern mind wander out and about the great daunting Blue.

Simply get your mask/snorkel/fins (or call us to rent a set), let us arrange a trip according to your own wants and we will make sure everything else goes smooth. We would love to be your guides to the Cypriot underwater sealife, shipwrecks, caves, reefs and other underwater gems.

<strong>We offer a range of packages</strong>, from simple 2 hour sessions to AIDA certified professional training.","draft","freediving-in-cyprus","23","2016-12-26 21:26:53","2016-12-26 21:26:53"
"999","49","Horse Riding Course","<strong>Asya Equestrian Club offers both private and group lessons for all ages from 3 years upwards, designed to help further your understanding and passion for all aspects of horsemanship and riding. We offer specialized instruction customized to your individual needs and goals.</strong>

<strong>Lessons are scheduled in 1 hour time blocks to allow for tacking up and leading your horse to the arena. The lesson duration is 45 minutes.</strong>

<strong>Please contact us for further information.</strong>","publish","horse-riding-course","121","2016-04-20 09:53:50","2016-10-31 21:12:44"
"1022","3","Mountain Bike Tour (bike+helmet+brunch)","AEC Mountain Bike Tours

MTB tours are organized under the guidance of expert cyclists who provide correct riding gear and comprehensive assistance to ride groups during preparation, riding and after-ride stages.

Due to various dirt trails offered, experienced cyclists can get in a challening high speed ride while beginners can enjoy a leisurely route.

At the end of the day everyone will enjoy a ride that is filled with just enough challenges to make it a good workout. Being out in nature away from traffic is a bonus everyone will get to appreciate.

Tour Program:

*08:30 Meeting at Asya Equestrian Club

*09:00 MB Tour start

*11:30 Brunch at the Club","publish","mountain-bike-tour","381","2016-04-20 09:54:50","2016-11-01 10:11:41"
"1023","50","Hiking","Coming soon.","draft",,"337","2016-09-21 06:53:37","2016-09-21 06:53:37"
"1024","51","Dance Courses (8 sessions)","<p style=""text-align: center;""><em><strong>ST Dance Center was established in 2014 by Semra Hoca and Tigin Aytacoglu.  Since then we are giving classes professionally in North Cyprus (Nicosia &amp; Famagusta). We offer Ballet, Modern Dance, Gymnastics, Latin and Pilates classes.</strong></em></p>
<p style=""text-align: center;""><em><strong> One of us has been doing ballet since 3 years old and other one has been representing our country at world-wide competitions. We both love dance and we both aim to share the love of dance to all people aged from 7 to 70.</strong></em></p>
<p style=""text-align: center;""><em><strong> If you want to join our classes, <span style=""color: #333399;"">any age 3+</span>, please contact us. Together, we will taste the love of dance and teach yours or your kids body feel the music.</strong></em></p>","publish","dance-courses-8-sessions","118","2016-04-21 19:59:58","2017-02-22 15:37:56"
"1025","52","Traditional Cyprus Cuisine Workshops & Gourmet Market Tour","<h4><span style=""color: #008cd1;"">Join Green Kitchen Cooking School’s unique hands-on cooking classes in Nicosia and discover the secrets of our traditional cuisine. You will learn how to cook some of Cypriot's authentic, typical dishes (Kleftiko,Yalancı Dolma [stuffed vegetables with olive oil], <a style=""color: #008cd1;"" href=""https://en.wikipedia.org/wiki/Colocasia"">Kolokas</a>,Şeftali Kebabı [traditional Cypriot sausage without skin]…)</span></h4>
You can start with a walking tour around the Bandabulya market, where our chefs will give you plenty of tips on picking local, seasonal products. Back at the school, you'll continue your cooking experience and you'll end your day adventure enjoying the food you have prepared in a friendly and casual atmosphere!!

The cooking school is located on Çağlayan, which is in the heart of the historical city. We offer cooking classes for individuals and groups, and team-building culinary events for companies.
<h4><span style=""color: #000000;"">Take home the taste of Cyprus! Don't miss out!</span></h4>
<h3>Hands-on Cooking Classes &amp; Gourmet Market Tour, Add a very special touch to your vacation</h3>
<span style=""color: #000000;""><strong>Cook the most Traditional Cyprus Cuisine recipes with our team of professional chefs.</strong></span>
<h4><span style=""color: #000000;"">Join us for a unique epicurean experience!</span></h4>
Discover the local culture through gastronomy with our hands-on workshops. Our half-day workshops are highly participative. You will learn how to cook the Cypriot dishes that have traveled the world. You will cook them yourself with the aid of an experienced chef and the complicity of a small group.

Amongst scents, flavours and good wine, we will unveil the secrets of our cuisine while you enjoy a traditional meal. Back home, you will be able to impress your guests with new recipes!

You can start with a walking tour around one of our famous markets, where our chefs will give you plenty of tips on picking local, seasonal products. Back at the school, you'll continue your cooking experience and you'll end your day adventure enjoying the food you have prepared in a friendly and casual atmosphere!!
<h4><span style=""color: #000000;"">Complete your cooking experience with a visit to one of our fabulous markets</span></h4>
<span style=""color: #000000;"">Take the visit to an emblematic market previous to the cooking class and learn all the clues to get the best and freshest ingredients for your traditional cooking.</span>

<span style=""color: #000000;""> Bandabulya's food markets are an essential element of the city's life. Each neighborhood boasts its own, usually located within remarkable late 19th century buildings, which gather the commercial life of each area. Venturing in either of those markets means discovering the city's essence; that's where you will find true fusion of colours, shapes and aromas of high quality foods from around the world.</span>

<span style=""color: #000000;""> The visit to the market is only available from Tuesday to Saturday morning.</span>

<span style=""color: #000000;""> ***The market tour is only available for clients singing up for the following cooking class.</span>

<span style=""color: #000000;""> <strong>Hands-on cooking experience consisting in the elaboraton of a 4-course seasonal, Ottoman and Cypriot meal.</strong></span>

<span style=""color: #000000;""> Menus will vary according to season and available fresh produces in local markets, but they usually consist in two different mezes, a main dish and a dessert.</span>

<span style=""color: #000000;""> Contact us if you have any special desire!</span>

<span style=""color: #000000;""> - Small groups limited to 10 people</span>
<span style=""color: #000000;""> - Enthusiastic and formative professional chefs</span>
<span style=""color: #000000;""> - Unique venue in the city historical centre</span>
<span style=""color: #000000;"">- Family friendly experience</span>

<span style=""color: #000000;""> <em><strong>Included in the fee (40 €)</strong></em></span>
<span style=""color: #000000;""> - Samarella and olives snack</span>
<span style=""color: #000000;""> - Selected red and white wines from distinguished Cypriot wine regions</span>
<span style=""color: #000000;""> paired with the menu</span>
<span style=""color: #000000;""> - Unlimited water</span>
<span style=""color: #000000;""> - Use of apron</span>
<span style=""color: #000000;""> - Booklet of recipes</span>
<span style=""color: #000000;""> - Optional market visit, supplement of 8€</span>

<em><span style=""color: #000000;""> Discount of 50% on all fees for children under 16. All taxes included.</span></em>

<span style=""color: #000000;""> <strong> Note</strong></span>
For Italian and Greek, we will need to hire an translator; so, there will be an extra charge of 6 euros per person.
<span style=""color: #000000;""> Gourmet tour around the market. We wish to treat you with the best quality service. That is why the market visit is <strong>only available from Tuesday to Saturday morning, and the evening of Sunday</strong>. Though the market is officially open from Monday to Saturday to 8am to 8pm, the reality is that most of the stalls (specially the best ones!) begin closing after 14h00. Locals will never go after that time!</span>","publish","traditional-cyprus-cuisine-workshops-gourmet-market-tour","50","2016-09-08 15:53:53","2016-10-31 21:13:05"
"1110","55","Kyrenia Sightseeing with a local","Kyrenia is the touristic capital of Cyprus, located in the upper Northern part of the island it's a must see by the Loacal visitors. Included in this tour are the local highlights such as <strong>Karmi</strong> the British Village, <strong>St. Hilarion</strong> who inspired Walt Disney to create the logo of the Disney! <strong>Bellapais</strong> with it's famous Abbey, <strong>Kyrenia Castle</strong> and of course the <strong>Kyrenia Harbour</strong> which could be dubbed as the Kyrenia's face.
<ul>
	<li>Meal at a traditional restaurant will be included to the price.</li>
	<li>Transportation is also included ( Up to 4 people)</li>
	<li>Entrance fees to attractions</li>
</ul>","publish","kyrenia-sightseeing","338","2016-04-26 16:22:04","2017-02-07 21:34:17"
"1126","3","Kite Surfing Course (2-4 days)","learn how to kite surf with in 8 hours .

4 lessons of 2 Hours each from the very beginning   <img class=""alignnone size-medium wp-image-1720"" src=""https://loacal.com/wp-content/uploads/2016/04/kitesurfing-6-300x200.jpg"" alt=""kitesurfing 6"" width=""300"" height=""200"" />

all the equipment required includes in the price ,<img class=""alignnone size-medium wp-image-1721"" src=""https://loacal.com/wp-content/uploads/2016/04/kitesurfing-7-300x200.jpg"" alt=""kitesurfing 7"" width=""300"" height=""200"" />

all you should bring is your swimwear and towel.

&nbsp;","publish","kite-surfing-course-2-4-days","378","2016-04-27 11:56:30","2017-03-29 09:32:25"
"1128","60","Omorfo - Lefke Village Tour (fixed price)","8:30 (departure time)
9:30 Güzelyurt archeology and nature museum
10:30 Monitoring of traditional Cyprus halloumi production and tasting of delicacies in Güneşköy
12:30 lunch time
14:00 visit Vuni Palace
15:00 cittaslow Lefke city tour,visit Lefke dam
16:00 visit Soli Ruins and return

<strong>DETAILS</strong>
*Stay in touch with local people
*You can taste local flavors
*You can see the local crafts

<strong>Not include</strong>
Except meal price
Except museum entrance price

<strong>Tour price</strong>
2-7 person fixed price","publish","omorfo-lefke-village-tour","148","2016-05-01 18:07:24","2017-02-22 15:34:19"
